Support,Confidence,Coverage,Strength,Lift,Leverage,Antecedent,Consequent
continuous,continuous,continuous,continuous,continuous,continuous,string,string
,,,,,,meta,meta
0.748,1.0,0.748,1.201,1.113,0.076,"Végé=0, onehot_charcuterie=0, onehot_viande=1",onehot_cremedessert=0
0.748,0.907,0.825,0.963,1.142,0.093,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_cremedessert=0"
0.748,0.897,0.834,1.077,0.998,-0.001,"Végé=0, onehot_viande=1","onehot_charcuterie=0, onehot_cremedessert=0"
0.748,0.819,0.914,0.869,1.031,0.022,onehot_viande=1,"Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.748,0.907,0.825,1.078,1.02,0.014,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",Végé=0
0.748,1.0,0.748,1.201,1.113,0.076,"Végé=0, onehot_viande=1, onehot_cremedessert=0",onehot_charcuterie=0
0.748,0.907,0.825,0.963,1.142,0.093,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1",onehot_fromage=0
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1",onehot_charcuterie=0
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_charcuterie=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_viande=1, onehot_cremedessert=0",onehot_fromage=0
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1",onehot_cremedessert=0
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_cremedessert=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_fromage=0
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0",onehot_charcuterie=0
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0"
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1",onehot_cremedessert=0
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_cremedessert=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_cremedessert=0"
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1",onehot_vege=0
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_charcuterie=0, onehot_vege=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_viande=1, onehot_vege=0",onehot_charcuterie=0
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_fromage=0
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1",onehot_vege=0
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0"
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0"
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1, onehot_vege=0",onehot_charcuterie=0
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_charcuterie=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_vege=0, onehot_cremedessert=0"
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_fromage=0
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_cremedessert=0"
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_fromage=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0"
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_charcuterie=0
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_charcuterie=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.712,0.862,0.825,0.989,1.057,0.038,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0"
0.712,1.0,0.712,1.026,1.37,0.192,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0"
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.712,1.0,0.712,1.026,1.37,0.192,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_cremedessert=0"
0.712,1.0,0.712,1.026,1.37,0.192,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.712,0.862,0.825,0.885,1.181,0.109,"onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.712,0.779,0.914,0.799,1.066,0.044,onehot_viande=1,"onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.712,0.896,0.794,1.131,0.997,-0.002,"onehot_fromage=0, onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.712,0.896,0.794,0.919,1.227,0.132,"onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.712,1.0,0.712,1.147,1.226,0.131,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_fromage=0
0.712,1.0,0.712,1.263,1.113,0.072,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_charcuterie=0
0.712,1.0,0.712,1.026,1.37,0.192,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1",onehot_fromage=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_fromage=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1",Végé=0
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1",onehot_charcuterie=0
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_charcuterie=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_charcuterie=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_charcuterie=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_viande=1, onehot_cremedessert=0",onehot_fromage=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0",Végé=0
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1",onehot_cremedessert=0
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_cremedessert=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",Végé=0
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0",onehot_charcuterie=0
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0"
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_fromage=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0"
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1",onehot_cremedessert=0
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_cremedessert=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_cremedessert=0"
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_cremedessert=0"
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1",onehot_vege=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_vege=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",Végé=0
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_viande=1, onehot_vege=0",onehot_charcuterie=0
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0"
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1",onehot_vege=0
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0"
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_vege=0"
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_vege=0"
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",Végé=0
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_fromage=0
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_fromage=0"
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0",onehot_charcuterie=0
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_charcuterie=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",Végé=0
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_cremedessert=0"
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0"
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_vege=0"
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",Végé=0
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_fromage=0
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0"
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_cremedessert=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_fromage=0, onehot_cremedessert=0"
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_fromage=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_cremedessert=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_vege=0"
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",Végé=0
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_charcuterie=0
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_cremedessert=0"
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0",onehot_vege=0
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_vege=0"
0.684,0.914,0.748,1.09,1.12,0.073,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0"
0.684,0.829,0.825,0.948,1.06,0.039,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_vege=0"
0.684,1.0,0.684,1.067,1.37,0.185,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0"
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.961,0.712,0.983,1.374,0.186,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.684,0.961,0.712,1.25,1.081,0.051,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",Végé=0
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_charcuterie=0
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.684,1.0,0.684,1.067,1.37,0.185,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0"
0.684,0.961,0.712,0.983,1.374,0.186,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0"
0.684,1.0,0.684,1.193,1.226,0.126,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0",onehot_fromage=0
0.684,0.961,0.712,1.099,1.229,0.127,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0"
0.684,1.0,0.684,1.314,1.113,0.069,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0",onehot_cremedessert=0
0.684,0.961,0.712,1.116,1.21,0.119,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_cremedessert=0"
0.684,1.0,0.684,1.067,1.37,0.185,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_cremedessert=0"
0.684,0.961,0.712,0.983,1.374,0.186,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_fromage=0, onehot_cremedessert=0"
0.684,0.896,0.764,1.177,0.996,-0.002,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_viande=1, onehot_vege=0","onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,0.861,0.794,1.0,1.084,0.053,"onehot_fromage=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.684,1.0,0.684,1.067,1.37,0.185,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","onehot_vege=0, onehot_cremedessert=0"
0.684,0.914,0.748,0.975,1.252,0.138,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.829,0.825,0.848,1.185,0.107,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.961,0.712,0.983,1.374,0.186,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.896,0.764,0.956,1.227,0.126,"Végé=0, onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.82,0.834,0.875,1.123,0.075,"Végé=0, onehot_viande=1","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.748,0.914,0.765,1.07,0.045,onehot_viande=1,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.684,0.861,0.794,0.88,1.231,0.128,"onehot_fromage=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.656,0.718,0.914,0.812,0.967,-0.022,onehot_viande=1,onehot_poisson=0
0.635,0.695,0.914,0.782,0.972,-0.018,onehot_viande=1,onehot_saladefeculents=0
0.635,0.695,0.914,0.782,0.972,-0.018,onehot_viande=1,onehot_dessertgourmand=0
0.635,1.0,0.635,1.126,1.399,0.181,"onehot_saladefeculents=0, onehot_viande=1",onehot_dessertgourmand=0
0.635,0.695,0.914,0.782,0.972,-0.018,onehot_viande=1,"onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.635,1.0,0.635,1.126,1.399,0.181,"onehot_viande=1, onehot_dessertgourmand=0",onehot_saladefeculents=0
0.598,0.654,0.914,0.711,1.006,0.004,onehot_viande=1,IMC=20
0.595,0.721,0.825,0.9,0.972,-0.017,"onehot_charcuterie=0, onehot_viande=1",onehot_poisson=0
