Numéro de formulaire;Genre;Age;Taille;Poids;IMC;Activité physique;Régime particulier;Végé;Fréquence CROUS;Equilibre alim;Seule ou en groupe;Nb groupe entrée;Proximité;Connaissance;Parti groupe;Influ sociale;Percept senso;Nb file;Faim;Stress;Nb convives;Ami 1;Ami 2;Ami 3;Ami 4;Ami 5;Ami 6;Ami 7;Ami 8;Ami 9;Ami 10;Ami 11;Ami 12;Ami 13;Ami 14;Ami 15;Ami 16;Ami 17;onehot_fruits;onehot_fromage;onehot_saladefeculents;onehot_crudites;onehot_charcuterie;onehot_viande;onehot_poisson;onehot_vege;onehot_yaourt;onehot_dessertgourmand;onehot_cremedessert;onehot_accompagnement
5P2B;1.0;24.0;1.69;65.0;25.0;2.0;0.0;0.0;2.0;2;0.0;3.0;1.0;1.0;1.0;0;0.0;2.0;3.0;1.0;2.0;4D9G;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
5Q1R;0.0;25.0;1.7;72.0;25.0;2.0;0.0;0.0;1.0;2;0.0;1.0;1.0;1.0;0.0;1;3.0;0.0;3.0;1.0;10.0;9M5B;3O6U;2R7A;4A7O;0F1W;9B5K;1R9D;1O2T;1W7I;;;;;;;;;1;0;0;1;0;1;0;0;0;1;0;1
5Q8O;1.0;19.0;1.81;59.0;20.0;2.0;0.0;0.0;2.0;3;1.0;2.0;0.0;1.0;1.0;0;3.0;0.0;3.0;2.0;4.0;2W1G;7V9Y;8X0N;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
5Q8S;1.0;31.0;1.86;89.0;25.0;2.0;0.0;0.0;2.0;1;1.0;5.0;1.0;1.0;1.0;1;1.0;0.0;2.0;0.0;5.0;5L7H;1V0X;5W0Z;4P8C;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
5R8S;0.0;20.0;1.9;78.0;20.0;1.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;0;0.0;0.0;2.0;2.0;4.0;0I8Y;3U8T;7H9N;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
5S4C;1.0;31.0;1.7;60.0;20.0;3.0;1.0;1.0;2.0;2;1.0;8.0;1.0;0.0;0.0;0;3.0;0.0;2.0;1.0;3.0;7R3E;2C5C;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;0;1
5S7A;0.0;28.0;1.6;48.0;20.0;0.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;1.0;0;3.0;0.0;2.0;3.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;1;0;1
5U3X;0.0;23.0;1.6;48.0;20.0;2.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;3.0;1.0;2.0;4W4Q;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;1;0;0;1
5W3U;1.0;19.0;1.8;68.0;20.0;2.0;0.0;0.0;1.0;1;1.0;4.0;1.0;1.0;1.0;0;0.0;1.0;2.0;0.0;3.0;9D5O;7J8Y;;;;;;;;;;;;;;;;0;1;0;1;0;1;0;0;1;0;0;1
5W6M;1.0;21.0;1.84;66.0;20.0;1.0;0.0;0.0;2.0;2;1.0;5.0;1.0;1.0;1.0;3;3.0;0.0;3.0;0.0;6.0;8J2L;1L4G;9K2W;1M2Q;2S4Q;;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;0;0;1
5X3K;1.0;22.0;1.76;103.0;35.0;1.0;1.0;1.0;2.0;2;1.0;5.0;0.0;0.0;0.0;0;2.0;0.0;1.0;0.0;5.0;0Y1G;7L7R;7B9M;7F0W;;;;;;;;;;;;;;0;0;1;0;0;0;0;1;0;1;0;1
5Y5L;1.0;18.0;1.89;75.0;20.0;2.0;0.0;0.0;2.0;2;1.0;2.0;0.0;1.0;0.0;0;1.0;0.0;3.0;0.0;7.0;8L2R;8K8L;3H8I;5B4T;5B0B;5U6D;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
5Y6U;1.0;21.0;1.83;66.0;20.0;3.0;1.0;1.0;2.0;4;1.0;4.0;0.0;0.0;1.0;0;1.0;0.0;3.0;2.0;2.0;4D4V;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;1;0;0;0
5Z4K;1.0;20.0;1.75;65.0;20.0;2.0;1.0;0.0;2.0;4;1.0;6.0;1.0;1.0;1.0;1;3.0;0.0;3.0;0.0;4.0;0U8E;3U7V;7A0X;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;1;1
6A3C;0.0;19.0;1.67;75.0;25.0;1.0;1.0;0.0;2.0;2;0.0;3.0;1.0;1.0;1.0;0;0.0;0.0;2.0;1.0;3.0;2W9Z;9Z3Q;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;1
6A4U;1.0;22.0;1.75;50.0;15.0;2.0;0.0;0.0;2.0;2;1.0;15.0;1.0;1.0;1.0;0;2.0;2.0;3.0;1.0;14.0;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0H5L;1S8D;7N0N;3S5G;1A9V;4R8R;7R7Y;9C8Y;;;;;1;0;0;0;0;0;0;1;1;0;0;1
6C3U;1.0;19.0;1.73;70.0;25.0;2.0;0.0;0.0;2.0;2;1.0;7.0;1.0;1.0;1.0;0;3.0;0.0;3.0;1.0;7.0;3K9G;5F9Z;4D2Y;6G4G;0Y5X;3Y2G;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;0;1
6C6J;0.0;19.0;1.65;60.0;20.0;1.0;0.0;0.0;1.0;2;0.0;1.0;1.0;0.0;0.0;1;2.0;1.0;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;1;0;0;1
6C9H;1.0;19.0;1.69;60.0;20.0;1.0;0.0;0.0;1.0;2;1.0;3.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;3.0;1W8I;6L3J;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
6C9V;1.0;18.0;1.75;68.0;20.0;2.0;0.0;0.0;2.0;1;0.0;3.0;0.0;0.0;0.0;0;3.0;0.0;3.0;0.0;3.0;2B6T;2Q6Z;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
6E4S;1.0;20.0;1.83;72.0;20.0;1.0;1.0;1.0;2.0;2;1.0;3.0;0.0;1.0;1.0;0;2.0;0.0;2.0;0.0;3.0;7F1D;9I9S;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;1;0;1;0;1
6F0E;0.0;20.0;1.72;65.0;20.0;3.0;1.0;0.0;2.0;2;1.0;3.0;0.0;0.0;0.0;0;2.0;1.0;1.0;0.0;2.0;0T3B;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
6G4G;1.0;19.0;1.7;67.0;25.0;2.0;0.0;0.0;2.0;1;1.0;7.0;1.0;1.0;1.0;0;3.0;0.0;2.0;0.0;7.0;3K9G;4D2Y;6C3U;5F9Z;3Y2G;0Y5X;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;1;0;1
6H0H;0.0;18.0;1.57;40.0;15.0;0.0;1.0;0.0;2.0;2;0.0;1.0;1.0;0.0;0.0;1;2.0;0.0;3.0;2.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;0;1;0;1
6H4A;1.0;20.0;1.8;65.0;20.0;1.0;0.0;1.0;2.0;4;1.0;5.0;1.0;1.0;1.0;0;0.0;0.0;3.0;0.0;3.0;1Y9T;4K3B;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;1;0;0;0
6K3Y;1.0;19.0;1.87;77.0;20.0;3.0;0.0;0.0;1.0;2;0.0;6.0;1.0;1.0;1.0;1;1.0;1.0;1.0;2.0;6.0;7A7P;2Y1K;3O6S;7M6P;8T4H;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
6L3J;0.0;20.0;1.67;55.0;20.0;2.0;0.0;0.0;2.0;1;1.0;3.0;1.0;1.0;1.0;0;1.0;0.0;2.0;1.0;3.0;6C9H;1W8I;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;1;0;0;0
6M1O;1.0;20.0;1.75;60.0;20.0;1.0;0.0;0.0;2.0;2;0.0;1.0;1.0;0.0;0.0;1;3.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;0;1;0;0;1;0;1;0;0;1;0;1
6O4Y;1.0;19.0;1.85;74.0;20.0;1.0;0.0;0.0;2.0;2;1.0;6.0;1.0;1.0;1.0;0;0.0;2.0;3.0;2.0;5.0;0S0Q;0A4U;0R4C;2U4F;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
6O7K;0.0;27.0;1.55;60.0;25.0;1.0;0.0;0.0;2.0;1;1.0;2.0;1.0;1.0;1.0;1;2.0;0.0;2.0;1.0;5.0;6V3U;7J8O;8X9Z;3D2B;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;1;0;0;1
6T0P;1.0;20.0;1.78;60.0;20.0;3.0;1.0;0.0;2.0;4;1.0;3.0;1.0;0.0;0.0;0;2.0;1.0;2.0;0.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;1;0;1
6T3Q;1.0;23.0;1.73;75.0;25.0;1.0;0.0;0.0;1.0;1;1.0;6.0;1.0;1.0;1.0;0;3.0;0.0;2.0;1.0;5.0;1J6P;2K9I;9W3O;8K6W;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;1;0;1
6T3S;1.0;20.0;1.8;70.0;20.0;2.0;0.0;0.0;2.0;2;0.0;8.0;1.0;1.0;1.0;1;2.0;2.0;2.0;0.0;7.0;4M6N;0Y1T;9B3F;5I5P;9S9J;4R6L;;;;;;;;;;;;1;0;0;1;0;0;1;0;0;0;0;1
6U1H;1.0;18.0;1.78;71.0;20.0;2.0;0.0;0.0;2.0;2;1.0;4.0;0.0;1.0;1.0;0;3.0;0.0;2.0;1.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
6U3B;1.0;20.0;1.85;62.0;20.0;1.0;0.0;0.0;2.0;2;0.0;6.0;1.0;1.0;1.0;0;3.0;0.0;2.0;2.0;6.0;8B8H;2L2Z;0R4X;4A1V;8W4Q;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
6V3U;1.0;27.0;1.78;72.0;25.0;2.0;1.0;0.0;1.0;0;1.0;3.0;1.0;1.0;1.0;0;2.0;0.0;2.0;2.0;5.0;3D2B;8X9Z;6O7K;7J8O;;;;;;;;;;;;;;0;1;0;1;0;0;1;0;1;0;0;1
6W4Y;0.0;21.0;1.6;49.0;20.0;1.0;0.0;0.0;1.0;2;0.0;2.0;1.0;1.0;1.0;0;2.0;1.0;2.0;2.0;2.0;0P1I;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;1;1
6W8Z;1.0;21.0;1.78;59.0;20.0;1.0;1.0;1.0;2.0;2;1.0;2.0;1.0;1.0;0.0;0;3.0;0.0;2.0;0.0;2.0;2W9X;;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;1;0;0;0
6X9F;1.0;28.0;1.75;75.0;25.0;1.0;0.0;0.0;2.0;4;1.0;2.0;0.0;0.0;0.0;1;3.0;0.0;2.0;2.0;2.0;7B7K;;;;;;;;;;;;;;;;;1;0;0;0;1;0;1;0;0;0;1;1
6Z9V;1.0;19.0;1.75;79.0;25.0;1.0;1.0;0.0;2.0;2;1.0;5.0;0.0;0.0;0.0;0;2.0;0.0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
7A0X;1.0;19.0;1.79;70.0;20.0;2.0;0.0;0.0;2.0;2;1.0;5.0;1.0;1.0;1.0;1;3.0;0.0;2.0;0.0;4.0;3U7V;0U8E;5Z4K;;;;;;;;;;;;;;;0;0;1;0;0;0;1;0;1;0;0;1
7A7P;1.0;18.0;1.92;76.0;20.0;3.0;0.0;0.0;2.0;1;0.0;6.0;1.0;1.0;1.0;1;2.0;0.0;3.0;0.0;6.0;6K3Y;2Y1K;3O6S;7M6P;8T4H;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
7B2H;1.0;40.0;1.68;67.0;25.0;1.0;0.0;0.0;2.0;2;1.0;6.0;0.0;0.0;0.0;0;1.0;1.0;2.0;1.0;6.0;6O7D;8S7L;4C3L;1C5X;2Q8X;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
7B7K;0.0;25.0;1.54;75.0;30.0;1.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;2.0;6X9F;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;1;0;1;1
7B9M;1.0;22.0;1.81;60.0;20.0;2.0;0.0;0.0;2.0;4;1.0;5.0;1.0;1.0;1.0;0;3.0;0.0;2.0;1.0;5.0;7L7R;5X3K;7F0W;0Y1G;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
7D4K;1.0;18.0;1.76;55.0;20.0;2.0;0.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;2.0;0.0;3.0;2.0;3.0;8U4I;2M7S;;;;;;;;;;;;;;;;1;0;0;0;1;1;0;0;1;0;0;1
7E3P;1.0;21.0;1.81;85.0;25.0;1.0;1.0;1.0;2.0;2;0.0;5.0;1.0;0.0;0.0;0;0.0;0.0;3.0;2.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;0;1;0;1;1;0
7E4C;1.0;18.0;1.78;57.0;20.0;2.0;0.0;0.0;2.0;2;0.0;1.0;1.0;0.0;0.0;0;3.0;1.0;3.0;0.0;2.0;2U2X;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
7E6C;1.0;23.0;1.85;87.0;25.0;0.0;0.0;0.0;2.0;1;1.0;4.0;0.0;0.0;0.0;1;1.0;2.0;3.0;2.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;1;1;0;0;1;0;0;1
7F0W;1.0;21.0;1.8;70.0;20.0;3.0;0.0;0.0;2.0;2;1.0;5.0;1.0;1.0;1.0;1;1.0;1.0;3.0;0.0;5.0;5X3K;0Y1G;7L7R;7B9M;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;0;1;1
7F1D;1.0;20.0;1.83;70.0;20.0;1.0;0.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;2.0;1.0;3.0;9I9S;6E4S;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;0;1;0;1
7F5N;1.0;19.0;1.87;84.0;25.0;2.0;0.0;0.0;2.0;2;1.0;16.0;1.0;1.0;1.0;0;2.0;0.0;3.0;0.0;7.0;2G9N;3W3R;0S7C;2G0T;1N9S;1J4B;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
7F8H;1.0;19.0;1.82;65.0;20.0;2.0;1.0;0.0;2.0;2;1.0;2.0;1.0;1.0;0.0;0;0.0;0.0;2.0;0.0;2.0;0A2A;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
7H7Y;1.0;20.0;1.72;58.0;20.0;1.0;0.0;0.0;1.0;2;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;1.0;0.0;2.0;2N5P;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
7H9N;1.0;21.0;1.83;78.0;25.0;1.0;0.0;0.0;2.0;1;1.0;4.0;1.0;1.0;1.0;0;2.0;0.0;2.0;2.0;4.0;3U8T;0I8Y;5R8S;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
7I1E;1.0;21.0;1.78;75.0;25.0;2.0;0.0;0.0;1.0;2;1.0;2.0;1.0;1.0;1.0;0;0.0;0.0;2.0;1.0;2.0;2J2Y;;;;;;;;;;;;;;;;;0;1;1;0;0;1;0;0;0;0;0;1
7I5L;1.0;18.0;1.75;89.0;30.0;2.0;0.0;0.0;2.0;3;1.0;2.0;1.0;1.0;1.0;0;0.0;1.0;2.0;2.0;2.0;7N3X;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
7J6U;1.0;22.0;1.75;65.0;20.0;3.0;0.0;0.0;2.0;2;0.0;2.0;1.0;1.0;1.0;0;2.0;0.0;2.0;2.0;2.0;1M2F;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;1;1
7J8M;1.0;21.0;1.71;60.0;20.0;1.0;1.0;0.0;1.0;1;0.0;2.0;1.0;1.0;1.0;0;1.0;1.0;1.0;1.0;2.0;2C0W;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;1;0;0
7J8O;1.0;26.0;1.82;70.0;20.0;3.0;0.0;0.0;2.0;2;1.0;3.0;1.0;1.0;1.0;0;3.0;0.0;3.0;0.0;5.0;6V3U;8X9Z;3D2B;6O7K;;;;;;;;;;;;;;1;0;1;0;0;1;0;0;0;0;0;1
7J8Y;1.0;20.0;1.73;58.0;20.0;2.0;1.0;1.0;2.0;4;1.0;4.0;1.0;1.0;1.0;0;2.0;1.0;3.0;2.0;3.0;9D5O;5W3U;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;0;0;0;0
7K6G;1.0;19.0;1.7;64.0;20.0;3.0;0.0;0.0;2.0;2;1.0;4.0;1.0;1.0;1.0;0;2.0;0.0;3.0;0.0;4.0;5D2H;3S6B;4L1N;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
7K6K;1.0;21.0;1.8;68.0;20.0;3.0;1.0;1.0;2.0;2;1.0;5.0;0.0;0.0;0.0;0;0.0;0.0;3.0;3.0;5.0;4K9H;3W7U;9K2R;3P0Q;;;;;;;;;;;;;;1;0;0;1;0;0;0;1;1;0;0;1
7M6P;1.0;19.0;1.91;85.0;25.0;2.0;0.0;0.0;2.0;1;0.0;6.0;1.0;1.0;1.0;0;2.0;1.0;2.0;0.0;6.0;7A7P;6K3Y;2Y1K;3O6S;8T4H;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;1
7N0N;0.0;22.0;1.58;50.0;20.0;1.0;0.0;0.0;2.0;2;1.0;15.0;1.0;1.0;1.0;1;2.0;1.0;1.0;2.0;14.0;4O8C;1Y7U;2J2X;8Q9F;9X1Z;0H5L;1S8D;3S5G;1A9V;6A4U;4R8R;7R7Y;9C8Y;;;;;0;0;0;0;1;1;0;1;1;0;1;1
7N3X;1.0;18.0;1.67;52.0;20.0;1.0;0.0;0.0;2.0;2;1.0;2.0;0.0;1.0;1.0;0;1.0;0.0;3.0;1.0;2.0;7I5L;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;1;1
7N7F;1.0;19.0;1.65;58.0;20.0;1.0;1.0;1.0;2.0;2;1.0;11.0;0.0;0.0;0.0;0;1.0;0.0;3.0;2.0;8.0;2F2B;0G2I;3M5G;6E9U;0D4Y;7U3T;6T9D;;;;;;;;;;;0;1;0;1;0;0;0;1;1;0;0;0
7P8D;1.0;21.0;1.79;100.0;30.0;0.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;2.0;0.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
7R3E;1.0;25.0;1.73;82.0;25.0;3.0;0.0;0.0;1.0;2;1.0;8.0;1.0;1.0;1.0;1;2.0;2.0;1.0;0.0;3.0;5S4C;2C5C;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;0;0;1
7T4X;1.0;19.0;1.76;70.0;25.0;3.0;0.0;0.0;2.0;0;1.0;3.0;1.0;1.0;1.0;0;0.0;0.0;2.0;0.0;3.0;1B3G;1W3S;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;0;1
7U3T;1.0;20.0;1.8;63.0;20.0;2.0;0.0;0.0;2.0;2;1.0;8.0;1.0;1.0;1.0;2;1.0;1.0;2.0;0.0;8.0;2F2B;6E9U;0D4Y;7N7F;0G2I;6T9D;3M5G;;;;;;;;;;;1;0;0;0;0;0;0;1;1;0;0;0
7U7X;0.0;19.0;1.65;60.0;20.0;2.0;1.0;0.0;2.0;2;1.0;4.0;0.0;0.0;0.0;0;3.0;1.0;2.0;2.0;3.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;0;1;0;0;1
7V3K;1.0;20.0;1.78;65.0;20.0;1.0;0.0;0.0;2.0;2;1.0;6.0;1.0;1.0;1.0;1;3.0;1.0;2.0;0.0;2.0;2I7P;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;1;0;0;0;1
7V9Y;1.0;20.0;1.86;56.0;15.0;0.0;1.0;0.0;2.0;0;1.0;10.0;1.0;1.0;1.0;2;1.0;2.0;2.0;2.0;4.0;8X0N;;2W1G;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
7Z3H;1.0;18.0;1.75;58.0;20.0;2.0;0.0;0.0;1.0;2;1.0;5.0;1.0;1.0;1.0;1;1.0;0.0;3.0;0.0;2.0;1G6O;;;;;;;;;;;;;;;;;0;1;0;0;0;1;0;0;1;0;0;1
8A1R;1.0;41.0;1.79;73.0;25.0;2.0;0.0;0.0;1.0;1;1.0;6.0;0.0;0.0;0.0;0;2.0;0.0;2.0;1.0;6.0;9I2L;9R1R;9I1E;4M4I;1F9Y;;;;;;;;;;;;;0;1;0;1;0;0;0;1;0;1;0;1
8A4O;1.0;23.0;1.81;66.0;20.0;1.0;1.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;1;2.0;1.0;2.0;2.0;1.0;;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;0;0;1
8B5X;1.0;19.0;1.64;62.0;25.0;0.0;0.0;0.0;2.0;2;1.0;5.0;1.0;0.0;0.0;1;2.0;0.0;2.0;2.0;6.0;1N9J;8I1G;0Y2Q;5S8N;2F1L;;;;;;;;;;;;;1;1;0;0;0;0;0;1;0;0;0;1
8B8H;1.0;19.0;1.9;70.0;20.0;2.0;0.0;0.0;2.0;2;0.0;6.0;1.0;1.0;1.0;1;1.0;0.0;3.0;0.0;6.0;2L2Z;6U3B;8W4Q;4A1V;0R4X;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;1;1
8D7X;1.0;23.0;1.85;55.0;15.0;1.0;0.0;0.0;2.0;0;1.0;4.0;1.0;1.0;1.0;0;0.0;0.0;2.0;0.0;4.0;3U9V;3Q5T;8S7P;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;0;1;0;1
8E0Y;0.0;20.0;1.53;50.0;20.0;0.0;0.0;0.0;2.0;1;1.0;2.0;0.0;0.0;0.0;0;0.0;0.0;2.0;1.0;2.0;3Q2Q;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;0;0;1
8G5E;1.0;20.0;1.7;59.0;20.0;3.0;0.0;0.0;2.0;2;1.0;2.0;1.0;1.0;1.0;0;2.0;0.0;2.0;1.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;1;0;1
8G6G;1.0;23.0;1.81;80.0;25.0;2.0;1.0;0.0;2.0;2;1.0;2.0;0.0;0.0;0.0;0;3.0;0.0;2.0;0.0;2.0;1U6R;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;1;1;1;0;1
8G7E;1.0;18.0;1.7;55.0;20.0;2.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;1;2.0;1.0;3.0;3.0;5.0;5J3M;5D1Z;8G8P;3T0E;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0
8G8P;1.0;18.0;1.71;55.0;20.0;2.0;0.0;0.0;2.0;2;1.0;5.0;0.0;0.0;0.0;1;1.0;1.0;3.0;2.0;5.0;5J3M;8G7E;3T0E;5D1Z;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
8H6H;0.0;19.0;1.65;58.0;20.0;1.0;0.0;0.0;2.0;1;1.0;11.0;1.0;1.0;1.0;3;0.0;0.0;0.0;0.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;0;1
8J2L;0.0;20.0;1.61;59.0;25.0;2.0;0.0;0.0;1.0;4;1.0;4.0;1.0;1.0;1.0;0;2.0;0.0;2.0;0.0;6.0;5W6M;1L4G;9K2W;1M2Q;2S4Q;;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;0;0;1
8K4B;0.0;21.0;1.82;65.0;20.0;0.0;1.0;0.0;1.0;1;1.0;2.0;1.0;1.0;1.0;1;2.0;0.0;1.0;1.0;2.0;5O0Y;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;1
8M0U;1.0;18.0;1.74;60.0;20.0;1.0;0.0;0.0;2.0;2;1.0;3.0;0.0;0.0;0.0;0;0.0;0.0;3.0;2.0;3.0;5M7S;9I7L;;;;;;;;;;;;;;;;0;1;0;1;1;1;0;0;0;0;0;1
8M9W;1.0;18.0;1.78;65.0;20.0;3.0;0.0;0.0;2.0;2;1.0;17.0;0.0;1.0;1.0;0;3.0;2.0;3.0;3.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;1;0;0;1
8N1H;1.0;18.0;1.75;68.0;20.0;2.0;1.0;1.0;2.0;1;1.0;3.0;1.0;0.0;0.0;0;2.0;0.0;2.0;1.0;3.0;8P9D;4D0S;;;;;;;;;;;;;;;;0;0;0;0;1;0;1;0;1;0;1;1
8N4I;0.0;21.0;1.9;90.0;25.0;2.0;0.0;0.0;2.0;2;0.0;6.0;0.0;0.0;0.0;0;2.0;0.0;3.0;1.0;6.0;6V9Q;4H1X;1Y9W;1C3K;0H8R;;;;;;;;;;;;;1;0;0;0;0;0;0;1;0;1;0;1
8N8Q;1.0;20.0;1.79;68.0;20.0;1.0;1.0;0.0;2.0;2;1.0;3.0;0.0;0.0;0.0;0;3.0;0.0;1.0;2.0;4.0;9G6O;4W2W;2Z9H;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;1
8Q9F;0.0;20.0;1.61;53.0;20.0;0.0;1.0;1.0;2.0;1;1.0;13.0;1.0;1.0;1.0;0;2.0;0.0;2.0;2.0;14.0;4O8C;1Y7U;2J2X;9X1Z;0H5L;1S8D;7N0N;3S5G;1A9V;6A4U;4R8R;9C8Y;7R7Y;;;;;0;0;0;1;0;0;0;1;0;1;0;1
8S5L;1.0;20.0;1.8;80.0;25.0;3.0;0.0;0.0;2.0;2;0.0;1.0;0.0;0.0;0.0;0;0.0;0.0;3.0;1.0;3.0;;;;;;;;;;;;;;;;;;0;0;0;1;0;1;0;0;1;1;0;1
8S7L;0.0;24.0;1.62;54.0;20.0;3.0;0.0;0.0;2.0;4;1.0;6.0;0.0;0.0;0.0;0;1.0;0.0;2.0;2.0;6.0;1C5X;4C3L;7B2H;2Q8X;6O7D;;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1
8S7P;1.0;27.0;1.8;70.0;20.0;2.0;0.0;0.0;2.0;4;1.0;4.0;0.0;1.0;1.0;0;2.0;0.0;2.0;0.0;4.0;3Q5T;8D7X;3U9V;;;;;;;;;;;;;;;0;0;1;0;0;1;0;0;0;1;0;1
8S8P;1.0;22.0;1.69;66.0;25.0;2.0;0.0;0.0;2.0;2;0.0;2.0;1.0;0.0;0.0;0;2.0;1.0;2.0;1.0;2.0;7P4Y;;;;;;;;;;;;;;;;;0;0;0;0;1;1;0;0;0;1;1;1
